"tz_id","druh_mista","mestska_cast","adresa","mista","zabor","lode","prodejni_doba","doba_provozu","druh_zbozi","vice_zaznamu","ulice","cislo_domu","cislo_parcely","ku","cislo_ku","tags"
96000,"TRHY","Praha 6","náměstí Kafkova - Wuchterlova, ul. před budovou Církve československé husitské","30","500",0,"po – ne10.00-22.00","příležitostně28.11.-3.1.14 dnů před Velikonoce-mi a 6 dnů po Velikono- cích","vánoční trhyvelikonoční trhy",0,"Kafkova;Wuchterlova","","","","","Vánoční trhy;Velikonoční trhy"
96100,"TRHY","Praha 6","Na Petřinách,před SM BILLA","3","15",0,"","příležitostně28. 10. -31. 12.","dušičkové trhyvánoční trhy",0,"Na Petřinách","","","","","Vánoční trhy;Dušičkové trhy"
96200,"TRHY","Praha 6","parkoviště před hlavním vchodem do koupaliště Džbán","50","1000",0,"po – ne7.00-22.00","příležitostně","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva a keramiky, občerstvení (stravovací služby),  nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Hlavní","","","","","Farmářské trhy;Občerstvení;Alkohol"
96300,"TRHY","Praha 6","prostor mezi železnicí a ul. Dejvická a Václavkova a ul. Pod kaštany a nádražím Praha  Dejvice,  parc. č. 4000, 4292/5, 4292/16, 4292/29,  k.ú. Dejvice","25","1600",0,"","","vánoční trhyvelikonoční trhyfarmářské trhy",0,"Dejvická;Václavkova;Pod kaštany","","4000,4292/5,4292/16,4292/29","Dejvice","729272","Farmářské trhy;Vánoční trhy;Velikonoční trhy"
96400,"TRHY","Praha 6","prostor za KC Kaštan, parc. č.  26, 31/2, 147/1, k.ú. Břevnov","20","1200",0,"","","vánoční trhyvelikonoční trhyfarmářské trhy",0,"","","26,31/2,147/1","Břevnov","729582","Farmářské trhy;Vánoční trhy;Velikonoční trhy"
96500,"TRHY","Praha 6","Technická mezi ulicemi Šolínova a Studentská,  parc. č. 4289, k.ú. Dejvice","100","1000",0,"so8.00-18.00","celoročně","vánoční trhyvelikonoční trhyfarmářské trhy",0,"Šolínova;Technická;Studentská","","4289","Dejvice","729272","Farmářské trhy;Vánoční trhy;Velikonoční trhy"
96600,"TRHY","Praha 6","Vítězné nám. – prostor je vymezen kruhovým objezdem na Vítězném nám. a komunikacemi Evropská, Šolínova a Jugoslávských partyzánů","100","1000",0,"so8.00-14.00","příležitostně","farmářské trhyobčerstvení (stravovací služby),nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.,   trhy se sortimentem keramika, sklo, košíkářské zboží, proutěné zboží, tašky, šátky, košíky se zeleninou a ovocem, velikonoční, vánoční a ostatní dekorace (charitativní stánky)- v části plochy",0,"Evropská;Šolínova;Vítězné náměstí;Jugoslávských partyzánů","","","","","Ovoce, Zelenina;Farmářské trhy;Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
96700,"TRHY","Praha 6","Vlastina u č. 34/888, před poštou","3","15",0,"","příležitostně1.12.- 31.12.","vánoční trhy",0,"Vlastina","34/888","","","","Vánoční trhy"
96800,"TRHY","Praha 7","Kostelní u č. 44/1300 muzejní dvůr,             parc. č. 2120/1, k.ú. Holešovice,  Národní zemědělské muzeum","20","200",0,"","příležitostně","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Muzejní;Kostelní","44/1300","2120/1","Holešovice","730122","Farmářské trhy;Občerstvení;Alkohol"
96900,"TRHY","Praha 7","Letenská pláň - písková plocha na Letné u parkoviště vedle budovy MVČR, východní kvadrant","40","500",0,"so8.00-20.00","celoročně","maso, uzenářské výrobky, chlazené ryby, ovoce, zelenina, sýry, mléčné výrobky, pekařské           a cukrářské výrobky, med, květiny a doplňkový sortiment, který se ke květinám váže, vejce, pivo, víno, káva  velikonoční trhyvánoční trhyfarmářské trhy, produkty lidových uměleckých řemesel z proutí, šustí, dřevaobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Písková;Letenská;Východní","","","","","Ovoce, Zelenina;Farmářské trhy;Vánoční trhy;Velikonoční trhy;Rybí trhy;Občerstvení;Alkohol;Květiny"
97000,"TRHY","Praha 7","Ortenovo nám., centrální část,  pěší zóna v parku, východní cíp","20","300",0,"so-ne8.00-20.00","celoročně","velikonoční trhyvánoční trhyfarmářské trhy, produkty lidových uměleckých řemesel z proutí, šustí, dřevaobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Východní;Ortenovo náměstí","","","","","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
97100,"TRHY","Praha 7","Řezáčovo náměstí","20","300",0,"so-ne8.00-18.00","celoročně","maso, uzenářské výrobky, chlazené ryby, ovoce, zelenina, sýry, mléčné výrobky, pekařské           a cukrářské výrobky, med, květiny a doplňkový sortiment, který se ke květinám váže, vejce, pivo, víno, káva  bleší trhyvelikonoční trhyvánoční trhyfarmářské trhy, produkty lidových uměleckých řemesel z proutí, šustí, dřevaobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Řezáčovo náměstí","","","","","Ovoce, Zelenina;Farmářské trhy;Vánoční trhy;Velikonoční trhy;Rybí trhy;Občerstvení;Alkohol;Květiny"
97200,"TRHY","Praha 7","Strossmayerovo nám.","10","50",0,"","příležitostně1 měsíc před Velikonoce-mi1 měsíc před Vánocemi","velikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických  kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Strossmayerovo náměstí","","","","","Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
97300,"TRHY","Praha 7","Veletržní u č.  20/1502","20","800",0,"","celoročněpo-ne7.30 -19.00příležitostně","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva a keramikyvánoční trhy",0,"Veletržní","20/1502","","","","Farmářské trhy;Vánoční trhy"
97400,"TRHY","Praha 7","Vltavská, st. metra C, prostranství naproti vstupu do metra přes tramvajovou trať, parc. č. 1240/8, k.ú. Holešovice","20","350",0,"po-so8.00-18.00","celoročně","maso, uzenářské výrobky, chlazené ryby, ovoce, zelenina, sýry, mléčné výrobky, pekařské           a cukrářské výrobky, med, květiny a doplňkový sortiment, který se ke květinám váže, vejce, pivo, víno, káva  velikonoční trhyvánoční trhyfarmářské trhy, produkty lidových uměleckých řemesel z proutí, šustí, dřevaobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Vltavská","","1240/8","Holešovice","730122","Ovoce, Zelenina;Farmářské trhy;Vánoční trhy;Velikonoční trhy;Rybí trhy;Občerstvení;Alkohol;Květiny"
97500,"TRHY","Praha 8","Bohnická, parc. č. 850/1, k. ú. Bohnice","","2000",0,"","celoročně","farmářské trhy",0,"Bohnická","","850/1","","","Farmářské trhy"
97600,"TRHY","Praha 8","Kollárova, na chodníku podél parku na Karlínském nám., Peckova v úseku Křižíkova – Karlínské nám. směr Pernerova, na chodníku podél parku na Karlínském nám., ul. Karlínské nám. za kostelem sv. Cyrila a Metoděje,parc. č.  822,   k. ú. Karlín","","1500",0,"","celoročně","farmářské trhy",0,"Peckova;Kollárova;Křižíkova;Pernerova;Karlínské náměstí","","822","","","Farmářské trhy"
97700,"TRHY","Praha 8","Klapkova u č. 28/1035, k.ú. Kobylisy","18","1438",0,"8.00-18.00","celoročně","farmářské trhy",0,"Klapkova","28/1035","","Kobylisy","730475","Farmářské trhy"
97800,"TRHY","Praha 8","Ládví, Burešova,  parc. č. 2364/1,         k. ú. Kobylisy","31186   20150","31186   20150",0,"8.00-19.00","celoročněpříležitostně1.12.- 23.12.","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramiky vánoční trhy občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",1,"Burešova","","2364/1","","","Farmářské trhy;Vánoční trhy;Občerstvení;Alkohol"
97900,"TRHY","Praha 8","Lodžská, prostranství        na zpevněné ploše před KD Krakov, část                  parc. č. 1307/1, k. ú. Troja","","3900",0,"","celoročně","farmářské trhy",0,"Lodžská","","1307/1","","","Farmářské trhy"
98000,"TRHY","Praha 8","Löwitův mlýn, u Českých loděnic  u č. 4 a u č. 6","","2387",0,"po-ne8.00-22.00","celoročněpříležitostně1 měsíc před Velikonoce-mi a Vánocemi","farmářské trhytrhy – umělecká řemesla, občerstvení (stravovací služby) nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.velikonoční trhyvánoční trhy",0,"U Českých loděnic","4","","","","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
98100,"TRHY","Praha 8","Lyčkovo nám., park, parc. č. 816, 609, k.ú. Karlín","30","1000",0,"po-ne8.00-22.00","celoročněpříležitostně1 měsíc před Velikonoce-mi a Vánocemi","farmářské trhytrhy – umělecká řemesla, občerstvení (stravovací služby) nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.trhy zaměřené na ekologickou produkci, výrobky sociálních podniků a neziskových organizací, lokální ekonomiky, fair trade, uměleckých řemeselvelikonoční trhyvánoční trhy",0,"Lyčkovo náměstí","","816,609","Karlín","730955","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
98200,"TRHY","Praha 8","Na zámkách, u NS Draháň, parkoviště a příjezdová cesta k NS, část             parc. č. 26/2, k. ú. Čimice","","2700",0,"","celoročně","farmářské trhy",0,"Na zámkách","","26/2","","","Farmářské trhy"
98300,"TRHY","Praha 8","U Meteoru, za úřadem BD, vedle hřiště, část            parc. č. 30, k. ú. Libeň","","1000",0,"po-ne8.00-22.00","celoročněpříležitostně1 měsíc před Velikonoce-mi a Vánocemi","farmářské trhytrhy – umělecká řemesla, občerstvení (stravovací služby) nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.velikonoční trhyvánoční trhy",0,"U Meteoru;Za Úřadem","","30","","","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
98400,"TRHY","Praha 8","Zenklova u č. 35/1, nádvoří Libeňského zámku","","1230",0,"po-ne8.00-22.00","celoročněpříležitostně1 měsíc před Velikonoce-mi a Vánocemi","farmářské trhytrhy – umělecká řemesla, občerstvení (stravovací služby) nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.velikonoční trhyvánoční trhy",0,"Zenklova","35/1","","","","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
98500,"TRHY","Praha 8","Zenklova, Na Žertvách, parc. č. 2926/2, k. ú. Libeň","25","100",0,"8.00-19.00","příležitostně20 dnů před velikonoč-ním pondělí4.11-24.12.","velikonoční trhyvánoční trhy",0,"Zenklova;Na žertvách","","2926/2","","","Vánoční trhy;Velikonoční trhy"
98600,"TRHY","Praha 9","Kolbenova ul., T - Mobile Park","","12000",0,"","celoročně","bleší trhy",0,"Kolbenova","","","","",""
98700,"TRHY","Praha 9","Lovosická – parkoviště před poliklinikou Prosek    a prostor před vstupem     do polikliniky Prosek, parc. č. 515/25, k.ú. Střížkov","","8000",0,"po-so7.00-18.00","celoročně","farmářské trhy",0,"Lovosická","","515/25","Střížkov","730866","Farmářské trhy"
98800,"TRHY","Praha 9","U Elektry, areál „ŠTÁDLER“, parc.č. 2116/3, 2116/4, 2116/5, 2116/6, 2116/7, 2116/32,2116/3, 2116/2, vše k.ú. Vysočany","250","12000",0,"so-ne, svátky6.00-16.00","celoročně","použité zboží, nové zboží, služby, občerstvení (stravovací služby), nápoje včetně alkoholických  kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"U Elektry","","2116/3,2116/4,2116/5,2116/6,2116/7,2116/32,2116/3,2116/2","Vysočany","731285","Občerstvení;Alkohol"
98900,"TRHY","Praha 10","Kubánské nám.","35","2000",0,"","příležitostněút, čt  9.00–18.00so 9.00–14.00","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva, keramiky,občerstvení (stravovací služby), nápoje včetně alkoholických  kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Kubánské náměstí","","","","","Farmářské trhy;Občerstvení;Alkohol"
99000,"TRHY","Praha 10","Krymská u č. 39/56 x Kodaňská, parc. č. 373,k. ú. Vršovice","10","250",0,"","příležitostnědle potřeb komunity 8.00 – 22.00","farmářské trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.  trhy se sortimentem drobného použitého zboží místních obyvatel, designového zboží vlastní výroby (keramika, obrázky atd.) v části plochy",0,"Krymská;Kodaňská","39/56","373","","","Farmářské trhy;Občerstvení;Alkohol"
99100,"TRHY","Praha 10","nám. Svatopluka Čecha","15","150",0,"","příležitostně1.9.-31.10.8.00 – 20.00","Staročeské trhy – lidová umělecká řemesla a prodej jejich produktůobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"náměstí Svatopluka Čecha","","","","","Občerstvení;Alkohol"
99200,"TRHY","Praha 10","Vršovická 68b/1527, u hypermarketu TESCO Eden","16","100",0,"","příležitostně1 měsíc před Velikonoce-mi 24.11.-24.12.8.00-20.00","velikonoční trhyvánoční trhy",0,"Vršovická","68","","","","Vánoční trhy;Velikonoční trhy"
99300,"TRHY","Praha 11","Arkalycká, u multikina Galaxie, u objektu č. 1/833, parc.č. 1209/10, k. ú. Háje","15","180",0,"","příležitostně14 dní před Velikonoce-mi23. 10.-2.11.23. 11. -24. 12.","velikonoční trhydušičkové trhyvánoční trhy",0,"Arkalycká","1/833","1209/10","","","Vánoční trhy;Velikonoční trhy;Dušičkové trhy"
99400,"TRHY","Praha 11","Chodov, st.  metra C u OC Chodov, Roztylská u č.  19/2321,  k. ú. Chodov","20","200",0,"","příležitostně14 dní před Velikonoce-mi23.10.-2.11.23. 11. -24. 12.příležitostně","velikonoční trhyobčerstvení (stravovací služby)dušičkové trhyobčerstvení (stravovací služby)vánoční trhyobčerstvení (stravovací služby)trhy se sortimentem ovoce, zelenina, květiny a doplňkový sortiment, který se ke květinám váže, drobné dárkové předměty, občerstvení (stravovací služby) – v části plochy",0,"Roztylská","19/2321","","","","Ovoce, Zelenina;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Občerstvení;Květiny"
99500,"TRHY","Praha 11","Ledvinova, u Chodovské vodní tvrze, parc. č. 229/3, k. ú. Chodov","10","100",0,"","příležitostně","farmářské trhyobčerstvení (stravovací služby)řemeslné trhyobčerstvení (stravovací služby)",0,"Ledvinova","","229/3","","","Farmářské trhy;Občerstvení"
99600,"TRHY","Praha 11","Ledvinova - Türkova, park u Chodovské tvrze, parc. č. 229/5 a 229/12, k. ú. Chodov","20","200",0,"","příležitostně","farmářské trhyobčerstvení (stravovací služby)vánoční trhyobčerstvení (stravovací služby)",0,"Türkova;Ledvinova","","229/5","","","Farmářské trhy;Vánoční trhy;Občerstvení"
99700,"TRHY","Praha 11","Opatov, centrální park, pěší trasa od schodů       k ul. Křejpského, parc. č. 2031/22, k. ú. Chodov","15","140",0,"","příležitostně","řemeslné trhyobčerstvení (stravovací služby)",0,"Křejpského","","2031/22","","","Občerstvení"
99800,"TRHY","Praha 11","Opatov, st. metra C, východ z metra směr centrální park, parc. č. 2031/265, 2031/267,  2031/4, 2031/2, 2031/14    a 2031/22, vše k. ú. Chodov","40","400",0,"","příležitostně","řemeslné trhyobčerstvení (stravovací služby)",0,"","","2031/265","","","Občerstvení"
99900,"TRHY","Praha 11","Opatov, st. metra C, východ z metra směr starý Chodov, parc.č. 2031/269, k. ú. Chodov","10","100",0,"po,stř","celoročněpříležitostně14 dní před Velikonoce-mi23.10.-2.11.23. 11. -24. 12.","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřevaobčerstvení (stravovací služby)trhy se sortimentem přírodní kosmetika, bižuterie, keramika, drobné dárkové předměty, textilní galanterie (v části plochy)občerstvení (stravovací služby)řemeslné trhyobčerstvení (stravovací služby)velikonoční trhyobčerstvení (stravovací služby)dušičkové trhyobčerstvení (stravovací služby)vánoční trhyobčerstvení (stravovací služby)",0,"","","2031/269","","","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Občerstvení;Textil"
1e+05,"TRHY","Praha 11","Opatovská, pěší zóna Háje,  č.  25/874, k. ú. Háje","14015","140",0,"","příležitostně 23.10.- 2.11.23. 11. -24. 12.","řemeslné trhyobčerstvení (stravovací služby)dušičkové trhyvánoční trhyobčerstvení (stravovací služby)",0,"Opatovská","25/874","","","","Vánoční trhy;Dušičkové trhy;Občerstvení"
100100,"TRHY","Praha 11","U modré školy, pěší trasa  a vstupní část                    do centrálního parku, poblíž Komunitního centra, parc. č. 2503/2, 2503/5, 2504/5, 2885/1, 2885/3, 2885/4, 2886/1, 2886/2, 2887/1, 2887/2 a 2887/3, k. ú. Chodov","40","400",0,"po-čt8.00-18.00út, čt","celoročněpříležitostněpříležitostně14 dní před Velikonoce-mi23.10.-2.11.23. 11. -24. 12.","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřevaobčerstvení (stravovací služby)trhy se sortimentem přírodní kosmetika, bižuterie, keramika, drobné dárkové předměty, textilní galanterie (v části plochy)občerstvení (stravovací služby)trhy se sortimentem drobného použitého zboží místních obyvatel (dětské oblečení, hračky, knihy, drobné sběratelské předměty apod.) - v části plochyvelikonoční trhyobčerstvení (stravovací služby)dušičkové trhyobčerstvení (stravovací služby)vánoční trhyobčerstvení (stravovací služby)",0,"U modré školy","","2503/2,2503/5,2504/5,2885/1,2885/3,2885/4,2886/1,2886/2,2887/1,2887/2","","","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Občerstvení;Textil"
100200,"TRHY","Praha 12","Durychova u NS Jasná","2","20",0,"po-ne8.00-18.00","příležitostně20 dnů před Velikonoce-mi7.12.-24.12.","velikonoční trhyobčerstvení (stravovací služby)vánoční trhyobčerstvení (stravovací služby)",0,"Durychova","","","","","Vánoční trhy;Velikonoční trhy;Občerstvení"
100300,"TRHY","Praha 12","Generála Šišky, parkoviště u OD PRIOR","2","20",0,"po-ne8.00-18.00","příležitostně20 dnů před Velikonoce-mi7.12.-24.12.","velikonoční trhyobčerstvení (stravovací služby)vánoční trhyobčerstvení (stravovací služby)",0,"Generála Šišky","","","","","Vánoční trhy;Velikonoční trhy;Občerstvení"
100400,"TRHY","Praha 12","Papírníkova u NS Obzor","2","20",0,"po-ne8.00-18.00","příležitostně20 dnů před Velikonoce-mi7.12.-24.12.","velikonoční trhyobčerstvení (stravovací služby)vánoční trhyobčerstvení (stravovací služby)",0,"Papírníkova","","","","","Vánoční trhy;Velikonoční trhy;Občerstvení"
100500,"TRHY","Praha 12","Sofijské náměstí  u č.p. 3400","25","200",0,"po-ne8.00-18.00","celoročněpříležitostně 20 dnů před Velikonoce-mi7.12.-24.12.","farmářské trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.velikonoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.vánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Sofijské náměstí","3400","","","","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
100600,"TRHY","Praha 13","Sluneční náměstí, před radnicí Městské části Praha 13, prostor zpevněné plochy pod schodištěm        k radnici","30","300",0,"po7.00-20.00","příležitostně","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Sluneční","13","","","","Farmářské trhy;Občerstvení;Alkohol"
100700,"TRHY","Praha 13","Trávníčkova, zpevněná plocha nad OC, parc. č. 2160/128, k.ú. Stodůlky","30","300",0,"čt7.00-20.00","příležitostně","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb. (v části plochy tržiště)",0,"Trávníčkova","","2160/128","Stodůlky","755541","Farmářské trhy;Občerstvení;Alkohol"
100800,"TRHY","Praha 14","Bryksova, parc. č. 232/2, k. ú. Černý Most, pěší zóna před stanicí metra  Černý Most","20","500",0,"po-ne8.00-19.00","příležitostně1.2. - 31.12.","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Bryksova","","232/2","","","Farmářské trhy;Občerstvení;Alkohol"
100900,"TRHY","Praha 14","Cíglerova, parc. č. 72/2, k.ú.  Černý Most, plocha při výstupu            ze stanice metra Rajská zahrada","30","500",0,"po-ne8.00-19.00","příležitostně1.2. - 31.12.15.12.-23.12.","velikonoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.  Svatováclavské trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.  Svatomartinské trhy občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.  farmářské trhy, produkty lidových uměleckých řemesel z proutí, šustí, dřevaobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.   vánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Cíglerova","","72/2","Černý Most","731676","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
101000,"TRHY","Praha 14","Poděbradská,             parc. č. 782/21, k.ú. Hloubětín,  pěší zóna u stanice metra  Hloubětín u Penny marketu","10","50",0,"po-ne8.00-19.00","příležitostně1.2. - 31.12.","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřeva občerstvení (stravovací služby), nápoje včetně alkoholických  kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Poděbradská","","782/21","Hloubětín","731234","Farmářské trhy;Občerstvení;Alkohol"
101100,"TRHY","Praha 14","Prelátská, parc. č. 2723/1, k.ú. Kyje","25","250",0,"po-ne8.00-19.00","příležitostně1.5. - 31.5.","jarmareční trhy -  cukrovinky pečivo, výrobky uměleckých řemesel, výtvarné práce, výrobky ze dřeva, proutí, slámy a kůže, aroma lampy, svíčky, koření, upomínkové předměty,občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Prelátská","","2723/1","Kyje","731226","Upomínkové předměty;Občerstvení;Alkohol"
101200,"TRHY","Praha 15","Kubatova u č. 1/32, Toulcův dvůr","30","2 320",0,"","příležitostně","farmářské trhy",0,"Kubatova","1/32","","","","Farmářské trhy"
101300,"TRHY","Praha 16 (Radotín)","nám. Osvoboditelů u č.p. 1371 a 1372, před prodejnou potravin a drogerie","25","150",0,"8.00-18.00","celoročně","farmářské trhy",0,"náměstí Osvoboditelů","1371,1372","","","","Farmářské trhy"
101400,"TRHY","Praha 16 (Radotín)","nám. Sv. Petra a Pavla, prostor mezi kostelem a základní školou  a navazující komunikace Václava Balého, Loučanská  a Nad Berounkou (v celé jejich délce)","150","1300",0,"8.00-22.00","příležitostně","farmářské trhyvelikonoční trhyvánoční trhybleší trhytrhy se sortimentem výrobky uměleckých řemesel (v části plochy)občerstvení (stravovací služby),  nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Loučanská;Nad Berounkou;Václava Balého;náměstí Sv. Petra a Pavla","","","","","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
101500,"TRHY","Praha 16 (Radotín)","Vrážská u č. 2/1165, před Hotelovým domem","15","90",0,"po-ne8.00-18.00","příležitostně","velikonoční trhyvánoční trhy",0,"Vrážská","2/1165","","","","Vánoční trhy;Velikonoční trhy"
101600,"TRHY","Praha 17 (Řepy)","pod přemostěním           mezi nákupním centrem Shopping point Řepy           a prodejnou BILLA,   parc. č. 1142/854, k.ú. Řepy","200","210",0,"po-ne8.00-18.00","příležitostně15 dnů před Velikonoce-mi1.12.-24.12.","farmářské trhyprodukty lidových uměleckých řemesel z proutí, šustí, dřevavelikonoční trhyvánoční trhyobčerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Nákupní","","1142/854","Řepy","729701","Farmářské trhy;Vánoční trhy;Velikonoční trhy;Občerstvení;Alkohol"
